Date,Tmean,Tmin,Tmax,Hmean,Hmin,Hmax,Rainfall,WindSpeed,SolarIrradiation
1974/01/01,10.4,6.2,14.6,,,,14.8,,
1974/01/02,9.5,5.0,14.0,,,,10.4,,
1974/01/03,9.5,5.0,14.0,,,,3.0,,
1974/01/04,7.0,4.0,10.0,,,,0.2,,
1974/01/05,8.0,4.0,12.0,,,,0.0,,
1974/01/06,8.75,4.5,13.0,,,,0.0,,
1974/01/07,8.5,3.5,13.5,,,,3.8,,
1974/01/08,6.0,1.0,11.0,,,,0.0,,
1974/01/09,5.55,1.4,9.7,,,,0.0,,
1974/01/10,9.05,6.9,11.2,,,,15.8,,
1974/01/11,7.7,3.9,11.5,,,,1.8,,
1974/01/12,4.95,0.0,9.9,,,,0.2,,
1974/01/13,5.8,-1.3,12.9,,,,0.0,,
1974/01/14,4.15,-1.0,9.3,,,,0.0,,
1974/01/15,7.25,2.0,12.5,,,,0.0,,
1974/01/16,4.4,-0.2,9.0,,,,0.0,,
1974/01/17,6.5,2.0,11.0,,,,0.0,,
1974/01/18,5.6,0.0,11.2,,,,0.4,,
1974/01/19,8.65,3.0,14.3,,,,0.0,,
1974/01/20,9.75,2.0,17.5,,,,0.0,,
1974/01/21,8.75,0.0,17.5,,,,0.0,,
1974/01/22,6.65,-1.5,14.8,,,,0.0,,
1974/01/23,5.7,-1.3,12.7,,,,0.2,,
1974/01/24,6.75,1.0,12.5,,,,0.0,,
1974/01/25,1.85,-4.0,7.7,,,,0.0,,
1974/01/26,5.15,-2.0,12.3,,,,0.0,,
1974/01/27,4.85,1.0,8.7,,,,0.0,,
1974/01/28,5.85,3.7,8.0,,,,1.6,,
1974/01/29,4.75,-2.0,11.5,,,,0.0,,
1974/01/30,4.35,-2.5,11.2,,,,0.2,,
1974/01/31,5.25,0.0,10.5,,,,0.0,,
1974/02/01,5.85,-1.5,13.2,,,,0.0,,
1974/02/02,6.75,0.0,13.5,,,,0.2,,
1974/02/03,5.75,-1.5,13.0,,,,0.0,,
1974/02/04,7.0,5.0,9.0,,,,16.2,,
1974/02/05,8.0,4.0,12.0,,,,8.6,,
1974/02/06,5.5,0.5,10.5,,,,0.6,,
1974/02/07,5.2,0.5,9.9,,,,16.2,,
1974/02/08,3.75,-0.7,8.2,,,,1.2,,
1974/02/09,4.0,-4.0,12.0,,,,0.0,,
1974/02/10,6.65,1.5,11.8,,,,0.0,,
1974/02/11,8.05,0.8,15.3,,,,0.0,,
1974/02/12,5.95,0.0,11.9,,,,0.0,,
1974/02/13,8.25,4.5,12.0,,,,0.4,,
1974/02/14,8.2,5.9,10.5,,,,12.6,,
1974/02/15,6.95,4.5,9.4,,,,11.8,,
1974/02/16,6.35,0.7,12.0,,,,0.4,,
1974/02/17,7.45,2.9,12.0,,,,0.0,,
1974/02/18,10.2,6.5,13.9,,,,1.0,,
1974/02/19,4.4,0.5,8.3,,,,18.8,,
1974/02/20,3.65,0.3,7.0,,,,1.0,,
1974/02/21,5.45,4.9,6.0,,,,10.4,,
1974/02/22,5.7,4.0,7.4,,,,33.0,,
1974/02/23,5.4,2.9,7.9,,,,19.4,,
1974/02/24,7.75,6.0,9.5,,,,0.0,,
1974/02/25,8.45,6.0,10.9,,,,0.0,,
1974/02/26,5.3,4.4,6.2,,,,0.0,,
1974/02/27,6.0,4.5,7.5,,,,0.2,,
1974/02/28,6.9,3.5,10.3,,,,5.6,,
1974/03/01,8.35,4.0,12.7,,,,0.0,,
1974/03/02,6.35,3.3,9.4,,,,9.8,,
1974/03/03,5.75,0.1,11.4,,,,3.4,,
1974/03/04,7.55,3.0,12.1,,,,0.0,,
1974/03/05,6.5,2.0,11.0,,,,11.0,,
1974/03/06,6.7,1.4,12.0,,,,0.4,,
1974/03/07,4.85,0.0,9.7,,,,0.4,,
1974/03/08,6.3,2.6,10.0,,,,0.2,,
1974/03/09,6.9,1.0,12.8,,,,0.0,,
1974/03/10,6.3,-0.4,13.0,,,,0.0,,
1974/03/11,6.15,1.5,10.8,,,,0.0,,
1974/03/12,5.5,0.0,11.0,,,,0.0,,
1974/03/13,5.6,0.0,11.2,,,,0.0,,
1974/03/14,5.45,-2.5,13.4,,,,0.0,,
1974/03/15,7.7,-0.6,16.0,,,,0.0,,
1974/03/16,7.25,-0.5,15.0,,,,0.0,,
1974/03/17,8.75,1.2,16.3,,,,0.0,,
1974/03/18,12.7,7.0,18.4,,,,0.0,,
1974/03/19,11.6,4.2,19.0,,,,0.2,,
1974/03/20,13.1,5.2,21.0,,,,0.0,,
1974/03/21,11.1,4.6,17.6,,,,0.0,,
1974/03/22,7.95,3.8,12.1,,,,0.0,,
1974/03/23,13.85,6.9,20.8,,,,0.0,,
1974/03/24,12.25,4.5,20.0,,,,0.0,,
1974/03/25,14.2,6.6,21.8,,,,0.0,,
1974/03/26,13.5,6.0,21.0,,,,0.0,,
1974/03/27,12.9,7.4,18.4,,,,0.0,,
1974/03/28,9.85,6.3,13.4,,,,0.0,,
1974/03/29,9.65,5.8,13.5,,,,0.0,,
1974/03/30,12.1,10.2,14.0,,,,3.6,,
1974/03/31,11.75,10.0,13.5,,,,2.6,,
1974/04/01,13.1,9.2,17.0,,,,0.0,,
1974/04/02,10.15,7.0,13.3,,,,3.0,,
1974/04/03,11.15,4.2,18.1,,,,1.8,,
1974/04/04,11.85,6.3,17.4,,,,0.0,,
1974/04/05,9.95,7.7,12.2,,,,0.0,,
1974/04/06,8.65,5.6,11.7,,,,4.6,,
1974/04/07,10.35,2.6,18.1,,,,0.0,,
1974/04/08,9.75,2.4,17.1,,,,0.0,,
1974/04/09,8.6,0.3,16.9,,,,0.6,,
1974/04/10,6.45,2.8,10.1,,,,1.0,,
1974/04/11,10.35,6.0,14.7,,,,6.2,,
1974/04/12,13.4,10.1,16.7,,,,2.6,,
1974/04/13,11.5,6.9,16.1,,,,1.2,,
1974/04/14,13.25,9.0,17.5,,,,2.8,,
1974/04/15,10.3,9.2,11.4,,,,10.4,,
1974/04/16,5.9,4.1,7.7,,,,2.4,,
1974/04/17,6.1,2.5,9.7,,,,14.8,,
1974/04/18,6.8,0.1,13.5,,,,1.6,,
1974/04/19,7.05,1.1,13.0,,,,3.4,,
1974/04/20,6.5,-0.7,13.7,,,,0.6,,
1974/04/21,8.45,0.9,16.0,,,,0.0,,
1974/04/22,9.4,2.9,15.9,,,,0.0,,
1974/04/23,10.55,3.7,17.4,,,,0.0,,
1974/04/24,10.3,3.9,16.7,,,,0.2,,
1974/04/25,10.55,8.0,13.1,,,,0.8,,
1974/04/26,10.75,6.5,15.0,,,,2.4,,
1974/04/27,12.15,2.7,21.6,,,,0.0,,
1974/04/28,12.65,8.0,17.3,,,,0.0,,
1974/04/29,16.8,12.3,21.3,,,,0.0,,
1974/04/30,12.3,8.8,15.8,,,,0.0,,
1974/05/01,10.75,9.2,12.3,,,,24.2,,
1974/05/02,10.95,7.5,14.4,,,,2.6,,
1974/05/03,11.65,5.4,17.9,,,,1.2,,
1974/05/04,13.15,10.3,16.0,,,,5.6,,
1974/05/05,11.35,7.7,15.0,,,,2.8,,
1974/05/06,10.35,8.5,12.2,,,,23.6,,
1974/05/07,11.25,7.9,14.6,,,,10.4,,
1974/05/08,12.15,5.3,19.0,,,,0.0,,
1974/05/09,8.1,4.7,11.5,,,,6.6,,
1974/05/10,11.8,5.0,18.6,,,,1.0,,
1974/05/11,13.7,5.9,21.5,,,,0.0,,
1974/05/12,15.2,6.2,24.2,,,,0.0,,
1974/05/13,16.4,8.7,24.1,,,,0.0,,
1974/05/14,17.4,10.1,24.7,,,,0.0,,
1974/05/15,15.5,9.0,22.0,,,,0.0,,
1974/05/16,14.1,5.2,23.0,,,,0.0,,
1974/05/17,15.15,7.8,22.5,,,,0.0,,
1974/05/18,14.85,9.8,19.9,,,,0.8,,
1974/05/19,14.1,7.2,21.0,,,,0.0,,
1974/05/20,14.05,7.5,20.6,,,,0.0,,
1974/05/21,14.8,7.6,22.0,,,,0.0,,
1974/05/22,14.8,7.8,21.8,,,,0.6,,
1974/05/23,16.0,8.8,23.2,,,,0.0,,
1974/05/24,16.35,8.6,24.1,,,,0.0,,
1974/05/25,16.2,8.8,23.6,,,,0.0,,
1974/05/26,18.0,9.8,26.2,,,,0.0,,
1974/05/27,18.65,10.0,27.3,,,,0.0,,
1974/05/28,17.6,9.3,25.9,,,,0.0,,
1974/05/29,16.95,10.2,23.7,,,,0.0,,
1974/05/30,18.45,10.2,26.7,,,,0.0,,
1974/05/31,18.5,12.2,24.8,,,,0.0,,
1974/06/01,19.65,13.0,26.3,,,,0.0,,
1974/06/02,20.2,16.1,24.3,,,,0.0,,
1974/06/03,17.5,12.0,23.0,,,,0.0,,
1974/06/04,18.15,8.3,28.0,,,,0.0,,
1974/06/05,19.35,9.9,28.8,,,,0.0,,
1974/06/06,19.55,12.9,26.2,,,,0.0,,
1974/06/07,21.5,15.3,27.7,,,,0.0,,
1974/06/08,20.7,14.4,27.0,,,,0.0,,
1974/06/09,17.8,9.9,25.7,,,,0.0,,
1974/06/10,18.15,10.3,26.0,,,,0.0,,
1974/06/11,16.95,10.1,23.8,,,,0.0,,
1974/06/12,14.85,5.7,24.0,,,,0.0,,
1974/06/13,15.75,10.5,21.0,,,,0.0,,
1974/06/14,15.8,7.0,24.6,,,,0.0,,
1974/06/15,17.95,9.7,26.2,,,,0.6,,
1974/06/16,21.25,15.0,27.5,,,,0.0,,
1974/06/17,20.65,12.5,28.8,,,,0.0,,
1974/06/18,19.35,14.2,24.5,,,,1.2,,
1974/06/19,18.1,11.2,25.0,,,,1.8,,
1974/06/20,18.3,11.3,25.3,,,,1.0,,
1974/06/21,18.9,10.9,26.9,,,,0.0,,
1974/06/22,20.05,12.1,28.0,,,,0.0,,
1974/06/23,19.55,12.1,27.0,,,,0.0,,
1974/06/24,21.1,14.6,27.6,,,,0.0,,
1974/06/25,22.6,15.2,30.0,,,,0.0,,
1974/06/26,24.9,13.8,36.0,,,,0.0,,
1974/06/27,23.85,18.7,29.0,,,,0.0,,
1974/06/28,24.0,20.5,27.5,,,,0.0,,
1974/06/29,20.75,12.3,29.2,,,,0.0,,
1974/06/30,20.85,13.5,28.2,,,,0.0,,
1974/07/01,23.0,13.2,32.8,,,,0.0,,
1974/07/02,24.05,15.1,33.0,,,,0.0,,
1974/07/03,24.6,15.5,33.7,,,,0.0,,
1974/07/04,23.85,16.0,31.7,,,,0.0,,
1974/07/05,24.6,17.0,32.2,,,,0.0,,
1974/07/06,23.45,14.8,32.1,,,,0.0,,
1974/07/07,24.15,18.3,30.0,,,,0.0,,
1974/07/08,23.3,20.0,26.6,,,,0.0,,
1974/07/09,20.5,12.9,28.1,,,,0.0,,
1974/07/10,21.75,14.0,29.5,,,,0.0,,
1974/07/11,24.65,15.8,33.5,,,,0.0,,
1974/07/12,25.3,16.8,33.8,,,,0.0,,
1974/07/13,25.35,15.7,35.0,,,,0.0,,
1974/07/14,25.2,16.0,34.4,,,,0.0,,
1974/07/15,26.75,16.4,37.1,,,,0.0,,
1974/07/16,27.5,18.0,37.0,,,,0.0,,
1974/07/17,25.25,18.9,31.6,,,,0.0,,
1974/07/18,25.4,20.8,30.0,,,,0.0,,
1974/07/19,19.5,18.0,21.0,,,,0.0,,
1974/07/20,20.45,14.9,26.0,,,,0.0,,
1974/07/21,19.45,15.1,23.8,,,,2.6,,
1974/07/22,17.95,10.9,25.0,,,,0.0,,
1974/07/23,20.25,12.5,28.0,,,,0.0,,
1974/07/24,21.25,13.7,28.8,,,,0.0,,
1974/07/25,22.25,16.0,28.5,,,,0.0,,
1974/07/26,23.5,17.0,30.0,,,,0.0,,
1974/07/27,24.0,16.0,32.0,,,,0.0,,
1974/07/28,24.9,17.0,32.8,,,,0.0,,
1974/07/29,26.05,16.9,35.2,,,,0.0,,
1974/07/30,27.05,18.2,35.9,,,,0.0,,
1974/07/31,26.7,18.8,34.6,,,,0.0,,
1974/08/01,25.4,15.8,35.0,,,,0.0,,
1974/08/02,26.75,17.3,36.2,,,,0.0,,
1974/08/03,28.0,18.8,37.2,,,,0.0,,
1974/08/04,28.05,18.0,38.1,,,,0.0,,
1974/08/05,27.95,19.0,36.9,,,,0.0,,
1974/08/06,25.6,15.9,35.3,,,,0.0,,
1974/08/07,26.45,17.8,35.1,,,,0.0,,
1974/08/08,25.75,18.2,33.3,,,,0.0,,
1974/08/09,24.45,17.9,31.0,,,,0.0,,
1974/08/10,23.75,17.3,30.2,,,,0.0,,
1974/08/11,23.85,19.7,28.0,,,,0.0,,
1974/08/12,22.6,16.0,29.2,,,,0.0,,
1974/08/13,21.0,12.1,29.9,,,,0.0,,
1974/08/14,23.35,12.8,33.9,,,,0.0,,
1974/08/15,24.45,14.0,34.9,,,,0.0,,
1974/08/16,25.25,15.5,35.0,,,,0.0,,
1974/08/17,26.3,16.9,35.7,,,,0.0,,
1974/08/18,26.1,16.6,35.6,,,,0.0,,
1974/08/19,27.1,18.2,36.0,,,,0.0,,
1974/08/20,26.5,17.0,36.0,,,,0.0,,
1974/08/21,26.4,17.1,35.7,,,,0.0,,
1974/08/22,24.85,17.7,32.0,,,,0.0,,
1974/08/23,22.25,18.5,26.0,,,,0.0,,
1974/08/24,20.9,17.0,24.8,,,,3.0,,
1974/08/25,22.65,15.3,30.0,,,,0.2,,
1974/08/26,23.85,18.8,28.9,,,,15.8,,
1974/08/27,22.85,17.2,28.5,,,,0.4,,
1974/08/28,21.0,15.0,27.0,,,,3.8,,
1974/08/29,18.75,15.6,21.9,,,,0.4,,
1974/08/30,20.85,14.0,27.7,,,,7.0,,
1974/08/31,22.2,15.4,29.0,,,,0.0,,
1974/09/01,21.95,17.0,26.9,,,,0.0,,
1974/09/02,24.0,17.9,30.1,,,,0.0,,
1974/09/03,24.9,16.4,33.4,,,,0.0,,
1974/09/04,23.95,16.0,31.9,,,,0.0,,
1974/09/05,23.2,16.0,30.4,,,,0.0,,
1974/09/06,21.75,14.2,29.3,,,,0.0,,
1974/09/07,21.25,15.8,26.7,,,,0.0,,
1974/09/08,19.0,13.0,25.0,,,,9.0,,
1974/09/09,21.5,13.0,30.0,,,,0.0,,
1974/09/10,22.3,14.6,30.0,,,,0.0,,
1974/09/11,22.45,17.0,27.9,,,,0.0,,
1974/09/12,21.1,14.2,28.0,,,,0.0,,
1974/09/13,22.0,14.0,30.0,,,,0.0,,
1974/09/14,21.75,14.0,29.5,,,,0.0,,
1974/09/15,21.7,13.4,30.0,,,,0.0,,
1974/09/16,22.6,14.2,31.0,,,,0.0,,
1974/09/17,22.6,15.2,30.0,,,,0.0,,
1974/09/18,21.2,13.4,29.0,,,,0.0,,
1974/09/19,21.8,14.1,29.5,,,,0.0,,
1974/09/20,19.85,17.0,22.7,,,,1.2,,
1974/09/21,20.05,15.0,25.1,,,,7.8,,
1974/09/22,20.6,15.2,26.0,,,,0.0,,
1974/09/23,20.2,14.0,26.4,,,,0.6,,
1974/09/24,20.95,15.9,26.0,,,,0.0,,
1974/09/25,17.1,14.0,20.2,,,,49.0,,
1974/09/26,17.35,12.1,22.6,,,,6.6,,
1974/09/27,15.55,8.1,23.0,,,,0.0,,
1974/09/28,14.95,6.9,23.0,,,,0.0,,
1974/09/29,14.6,9.0,20.2,,,,0.0,,
1974/09/30,14.6,11.2,18.0,,,,29.0,,
1974/10/01,14.55,9.5,19.6,,,,9.0,,
1974/10/02,13.95,8.9,19.0,,,,15.0,,
1974/10/03,12.8,6.0,19.6,,,,0.2,,
1974/10/04,13.55,7.1,20.0,,,,0.0,,
1974/10/05,17.0,12.0,22.0,,,,0.0,,
1974/10/06,15.05,10.1,20.0,,,,36.8,,
1974/10/07,12.9,10.0,15.8,,,,3.2,,
1974/10/08,14.45,10.0,18.9,,,,10.2,,
1974/10/09,14.4,10.0,18.8,,,,2.4,,
1974/10/10,13.0,6.8,19.2,,,,0.4,,
1974/10/11,12.6,8.9,16.3,,,,0.0,,
1974/10/12,10.0,7.0,13.0,,,,0.0,,
1974/10/13,16.05,13.8,18.3,,,,16.4,,
1974/10/14,17.05,13.0,21.1,,,,0.6,,
1974/10/15,13.15,12.1,14.2,,,,4.0,,
1974/10/16,12.05,8.3,15.8,,,,10.2,,
1974/10/17,11.65,6.3,17.0,,,,0.2,,
1974/10/18,10.55,4.0,17.1,,,,0.0,,
1974/10/19,10.75,3.8,17.7,,,,0.0,,
1974/10/20,12.45,7.0,17.9,,,,0.0,,
1974/10/21,10.3,7.4,13.2,,,,10.6,,
1974/10/22,8.9,6.4,11.4,,,,6.8,,
1974/10/23,13.05,9.0,17.1,,,,28.6,,
1974/10/24,10.85,6.0,15.7,,,,2.4,,
1974/10/25,9.05,1.3,16.8,,,,0.0,,
1974/10/26,9.3,2.8,15.8,,,,0.0,,
1974/10/27,10.65,4.8,16.5,,,,0.0,,
1974/10/28,8.3,2.8,13.8,,,,0.0,,
1974/10/29,8.8,5.5,12.1,,,,3.2,,
1974/10/30,8.5,3.8,13.2,,,,8.2,,
1974/10/31,6.3,2.5,10.1,,,,1.2,,
1974/11/01,7.1,2.2,12.0,,,,8.6,,
1974/11/02,5.55,-1.0,12.1,,,,3.0,,
1974/11/03,6.05,1.1,11.0,,,,0.0,,
1974/11/04,7.45,4.0,10.9,,,,0.2,,
1974/11/05,9.5,4.0,15.0,,,,1.4,,
1974/11/06,11.2,9.6,12.8,,,,6.4,,
1974/11/07,12.45,9.0,15.9,,,,15.4,,
1974/11/08,9.95,8.1,11.8,,,,0.0,,
1974/11/09,9.6,7.0,12.2,,,,0.0,,
1974/11/10,8.95,1.8,16.1,,,,0.0,,
1974/11/11,6.55,0.0,13.1,,,,0.0,,
1974/11/12,7.85,3.9,11.8,,,,0.0,,
1974/11/13,10.4,3.8,17.0,,,,0.0,,
1974/11/14,10.35,3.8,16.9,,,,0.0,,
1974/11/15,9.75,1.7,17.8,,,,0.0,,
1974/11/16,9.55,1.3,17.8,,,,0.0,,
1974/11/17,11.1,3.0,19.2,,,,0.0,,
1974/11/18,9.15,4.3,14.0,,,,0.0,,
1974/11/19,9.55,2.5,16.6,,,,0.2,,
1974/11/20,9.9,3.0,16.8,,,,0.0,,
1974/11/21,7.95,3.9,12.0,,,,0.0,,
1974/11/22,7.5,5.0,10.0,,,,9.6,,
1974/11/23,7.45,3.1,11.8,,,,0.0,,
1974/11/24,6.3,1.5,11.1,,,,0.2,,
1974/11/25,9.2,4.2,14.2,,,,0.0,,
1974/11/26,12.75,8.6,16.9,,,,0.0,,
1974/11/27,8.1,4.9,11.3,,,,0.0,,
1974/11/28,7.3,3.4,11.2,,,,0.0,,
1974/11/29,8.05,2.0,14.1,,,,2.4,,
1974/11/30,5.0,-2.0,12.0,,,,0.0,,
1974/12/01,2.1,-1.0,5.2,,,,0.0,,
1974/12/02,11.6,,11.6,,,,9.6,,
1974/12/03,8.8,1.8,15.8,,,,0.0,,
1974/12/04,9.65,1.3,18.0,,,,0.0,,
1974/12/05,3.1,-1.0,7.2,,,,0.2,,
1974/12/06,7.9,3.0,12.8,,,,0.0,,
1974/12/07,4.8,-2.0,11.6,,,,0.2,,
1974/12/08,9.65,4.1,15.2,,,,0.0,,
1974/12/09,6.0,2.0,10.0,,,,0.0,,
1974/12/10,6.8,0.3,13.3,,,,0.0,,
1974/12/11,6.2,2.0,10.4,,,,0.2,,
1974/12/12,8.1,5.1,11.1,,,,1.4,,
1974/12/13,3.6,1.0,6.2,,,,6.0,,
1974/12/14,3.8,2.6,5.0,,,,0.2,,
1974/12/15,4.55,0.0,9.1,,,,0.0,,
1974/12/16,3.0,-3.0,9.0,,,,0.0,,
1974/12/17,4.25,-3.0,11.5,,,,0.0,,
1974/12/18,10.4,7.0,13.8,,,,0.4,,
1974/12/19,7.55,2.0,13.1,,,,1.0,,
1974/12/20,5.05,-2.0,12.1,,,,0.0,,
1974/12/21,2.75,-4.0,9.5,,,,0.0,,
1974/12/22,2.75,-5.0,10.5,,,,0.0,,
1974/12/23,3.15,-4.0,10.3,,,,0.2,,
1974/12/24,1.55,-3.0,6.1,,,,0.0,,
1974/12/25,4.05,-2.0,10.1,,,,0.2,,
1974/12/26,3.6,-2.0,9.2,,,,0.4,,
1974/12/27,7.25,3.5,11.0,,,,0.0,,
1974/12/28,6.95,3.0,10.9,,,,0.0,,
1974/12/29,5.5,-2.0,13.0,,,,0.0,,
1974/12/30,6.1,0.0,12.2,,,,0.2,,
1974/12/31,4.55,-1.0,10.1,,,,7.4,,
1975/01/01,5.5,3.0,8.0,,,,0.0,,
1975/01/02,7.0,5.0,9.0,,,,0.0,,
1975/01/03,6.0,4.0,8.0,,,,0.0,,
1975/01/04,4.0,-1.0,9.0,,,,0.0,,
1975/01/05,2.0,-5.0,9.0,,,,0.0,,
1975/01/06,4.0,-4.0,12.0,,,,0.0,,
1975/01/07,5.5,1.0,10.0,,,,0.0,,
1975/01/08,8.0,3.0,13.0,,,,0.0,,
1975/01/09,3.5,0.0,7.0,,,,1.4,,
1975/01/10,3.0,-4.0,10.0,,,,0.0,,
1975/01/11,2.5,-5.0,10.0,,,,0.0,,
1975/01/12,2.0,-1.0,5.0,,,,0.0,,
1975/01/13,8.5,2.0,15.0,,,,0.0,,
1975/01/14,5.0,-2.0,12.0,,,,0.0,,
1975/01/15,3.0,-4.0,10.0,,,,0.0,,
1975/01/16,1.5,-4.0,7.0,,,,0.0,,
1975/01/17,3.0,-5.0,11.0,,,,0.0,,
1975/01/18,5.0,-1.0,11.0,,,,0.0,,
1975/01/19,5.5,-2.0,13.0,,,,0.0,,
1975/01/20,6.0,-3.0,15.0,,,,0.0,,
1975/01/21,4.5,-4.0,13.0,,,,0.0,,
1975/01/22,3.5,-4.0,11.0,,,,0.0,,
1975/01/23,4.5,0.0,9.0,,,,0.0,,
1975/01/24,6.5,2.0,11.0,,,,0.0,,
1975/01/25,4.5,-3.0,12.0,,,,0.0,,
1975/01/26,7.0,1.0,13.0,,,,0.0,,
1975/01/27,6.5,0.0,13.0,,,,0.0,,
1975/01/28,8.5,4.0,13.0,,,,3.2,,
1975/01/29,5.5,1.0,10.0,,,,1.2,,
1975/01/30,6.0,-1.0,13.0,,,,0.0,,
1975/01/31,7.0,1.0,13.0,,,,0.0,,
1975/02/01,4.5,-1.0,10.0,,,,0.0,,
1975/02/02,6.0,1.0,11.0,,,,0.0,,
1975/02/03,5.5,1.0,10.0,,,,0.0,,
1975/02/04,8.0,6.0,10.0,,,,0.0,,
1975/02/05,9.0,6.0,12.0,,,,0.0,,
1975/02/06,7.0,1.0,13.0,,,,0.0,,
1975/02/07,5.0,-3.0,13.0,,,,0.0,,
1975/02/08,6.5,1.0,12.0,,,,0.0,,
1975/02/09,4.0,-1.0,9.0,,,,0.0,,
1975/02/10,2.5,-5.0,10.0,,,,0.0,,
1975/02/11,3.0,-5.0,11.0,,,,0.0,,
1975/02/12,5.5,-2.0,13.0,,,,0.0,,
1975/02/13,5.0,2.0,8.0,,,,2.8,,
1975/02/14,9.0,5.0,13.0,,,,1.4,,
1975/02/15,7.5,2.0,13.0,,,,0.0,,
1975/02/16,5.0,0.0,10.0,,,,1.4,,
1975/02/17,6.5,5.0,8.0,,,,0.6,,
1975/02/18,5.0,1.0,9.0,,,,0.0,,
1975/02/19,6.0,-3.0,15.0,,,,0.0,,
1975/02/20,6.5,2.0,11.0,,,,0.0,,
1975/02/21,6.0,5.0,7.0,,,,0.0,,
1975/02/22,6.0,4.0,8.0,,,,0.0,,
1975/02/23,4.0,0.0,8.0,,,,0.0,,
1975/02/24,3.0,-4.0,10.0,,,,0.0,,
1975/02/25,3.5,-3.0,10.0,,,,0.0,,
1975/02/26,3.0,-2.0,8.0,,,,0.0,,
1975/02/27,2.0,-2.0,6.0,,,,0.0,,
1975/02/28,3.0,-5.0,11.0,,,,0.0,,
1975/03/01,5.0,-3.0,13.0,,,,0.0,,
1975/03/02,7.0,-1.0,15.0,,,,0.0,,
1975/03/03,10.0,3.0,17.0,,,,0.0,,
1975/03/04,8.5,2.0,15.0,,,,0.0,,
1975/03/05,11.0,5.0,17.0,,,,0.6,,
1975/03/06,7.5,2.0,13.0,,,,0.0,,
1975/03/07,11.5,10.0,13.0,,,,0.0,,
1975/03/08,11.5,5.0,18.0,,,,0.0,,
1975/03/09,11.0,5.0,17.0,,,,0.0,,
1975/03/10,9.5,8.0,11.0,,,,6.6,,
1975/03/11,9.0,6.0,12.0,,,,3.2,,
1975/03/12,10.5,6.0,15.0,,,,4.0,,
1975/03/13,9.5,4.0,15.0,,,,0.0,,
1975/03/14,7.5,2.0,13.0,,,,0.0,,
1975/03/15,7.5,5.0,10.0,,,,2.4,,
1975/03/16,8.0,3.0,13.0,,,,2.8,,
1975/03/17,7.5,2.0,13.0,,,,0.6,,
1975/03/18,9.0,3.0,15.0,,,,2.6,,
1975/03/19,12.5,6.0,19.0,,,,0.0,,
1975/03/20,7.5,3.0,12.0,,,,0.0,,
1975/03/21,5.0,4.0,6.0,,,,5.6,,
1975/03/22,3.5,-1.0,8.0,,,,7.2,,
1975/03/23,3.0,-3.0,9.0,,,,0.0,,
1975/03/24,4.5,0.0,9.0,,,,13.8,,
1975/03/25,7.5,2.0,13.0,,,,1.2,,
1975/03/26,7.0,-1.0,15.0,,,,0.0,,
1975/03/27,9.0,3.0,15.0,,,,0.0,,
1975/03/28,12.5,6.0,19.0,,,,0.0,,
1975/03/29,13.0,8.0,18.0,,,,0.0,,
1975/03/30,13.0,4.0,22.0,,,,0.0,,
1975/03/31,11.5,6.0,17.0,,,,0.6,,
1975/04/01,10.5,6.0,15.0,,,,4.4,,
1975/04/02,8.0,5.0,11.0,,,,0.6,,
1975/04/03,8.0,4.0,12.0,,,,11.4,,
1975/04/04,13.0,8.0,18.0,,,,0.0,,
1975/04/05,16.0,9.0,23.0,,,,0.0,,
1975/04/06,16.5,9.0,24.0,,,,0.0,,
1975/04/07,15.0,7.0,23.0,,,,0.0,,
1975/04/08,11.5,8.0,15.0,,,,0.0,,
1975/04/09,11.5,5.0,18.0,,,,0.0,,
1975/04/10,9.5,5.0,14.0,,,,1.6,,
1975/04/11,8.5,4.0,13.0,,,,4.0,,
1975/04/12,8.5,1.0,16.0,,,,0.0,,
1975/04/13,8.5,1.0,16.0,,,,0.0,,
1975/04/14,10.5,2.0,19.0,,,,0.0,,
1975/04/15,10.5,3.0,18.0,,,,0.0,,
1975/04/16,12.0,9.0,15.0,,,,0.0,,
1975/04/17,12.5,9.0,16.0,,,,3.4,,
1975/04/18,10.0,3.0,17.0,,,,0.0,,
1975/04/19,9.5,1.0,18.0,,,,0.0,,
1975/04/20,11.5,2.0,21.0,,,,0.0,,
1975/04/21,14.5,4.0,25.0,,,,0.0,,
1975/04/22,13.5,5.0,22.0,,,,0.0,,
1975/04/23,14.0,6.0,22.0,,,,0.0,,
1975/04/24,14.5,8.0,21.0,,,,0.0,,
1975/04/25,12.5,5.0,20.0,,,,0.0,,
1975/04/26,14.0,7.0,21.0,,,,0.0,,
1975/04/27,9.0,4.0,14.0,,,,0.0,,
1975/04/28,10.5,3.0,18.0,,,,0.0,,
1975/04/29,12.0,2.0,22.0,,,,0.0,,
1975/04/30,13.5,4.0,23.0,,,,0.0,,
1975/05/01,14.5,6.0,23.0,,,,0.0,,
1975/05/02,14.0,8.0,20.0,,,,0.0,,
1975/05/03,13.0,5.0,21.0,,,,0.0,,
1975/05/04,13.0,5.0,21.0,,,,0.0,,
1975/05/05,15.5,10.0,21.0,,,,0.8,,
1975/05/06,16.5,8.0,25.0,,,,0.0,,
1975/05/07,19.5,13.0,26.0,,,,0.0,,
1975/05/08,15.5,11.0,20.0,,,,10.0,,
1975/05/09,13.5,7.0,20.0,,,,0.0,,
1975/05/10,14.0,6.0,22.0,,,,0.0,,
